MPS Current Set,Current B,Target B,Target MPS Set
-250016.666666667,0.946665,0.824495,-215718.469135803
-250016.666666667,0.946665,0.76215,-198680.444444445
-250016.666666667,0.946665,0.699315,-181716.469135802
-250016.666666667,0.946665,0.63607,-164826.543209876
-250016.666666667,0.946665,0.572575,-148010.666666667
-250016.666666667,0.946665,0.509065,-131268.839506173
-250016.666666667,0.946665,0.445755,-114601.061728395
-250016.666666667,0.946665,0.3823,-98007.3333333334
-250016.666666667,0.946665,0.319075,-81487.6543209878
-250016.666666667,0.946665,0.256075,-65042.0246913582
-250016.666666667,0.946665,0.193205,-48670.4444444443
-250016.666666667,0.946665,0.13045,-32372.9135802468
-250016.666666667,0.946665,0.06796,-16149.4320987654
-250016.666666667,0.946665,0.00305,0
-250016.666666667,0.946665,-0.05613,16075.3827160493
-250016.666666667,0.946665,-0.11767,32076.7160493826
-250016.666666667,0.946665,-0.178875,48003.9999999998
-250016.666666667,0.946665,-0.239695,63857.2345679014
-250016.666666667,0.946665,-0.30028,79636.4197530866
-250016.666666667,0.946665,-0.360425,95341.5555555556
-250016.666666667,0.946665,-0.420125,110972.641975309
-250016.666666667,0.946665,-0.479405,126529.679012346
-250016.666666667,0.946665,-0.53818,142012.666666667
-250016.666666667,0.946665,-0.596735,157421.604938271
-250016.666666667,0.946665,-0.65463,172756.49382716
-250016.666666667,0.946665,-0.712035,188017.333333334
-250016.666666667,0.946665,-0.769025,203204.12345679
-250016.666666667,0.946665,-0.825375,218316.864197531
-250016.666666667,0.946665,-0.88121,233355.555555556
-232830.543209877,0.885895,0.824495,-215718.469135803
-232830.543209877,0.885895,0.76215,-198680.444444445
-232830.543209877,0.885895,0.699315,-181716.469135802
-232830.543209877,0.885895,0.63607,-164826.543209876
-232830.543209877,0.885895,0.572575,-148010.666666667
-232830.543209877,0.885895,0.509065,-131268.839506173
-232830.543209877,0.885895,0.445755,-114601.061728395
-232830.543209877,0.885895,0.3823,-98007.3333333334
-232830.543209877,0.885895,0.319075,-81487.6543209878
-232830.543209877,0.885895,0.256075,-65042.0246913582
-232830.543209877,0.885895,0.193205,-48670.4444444443
-232830.543209877,0.885895,0.13045,-32372.9135802468
-232830.543209877,0.885895,0.06796,-16149.4320987654
-232830.543209877,0.885895,0.00305,0
-232830.543209877,0.885895,-0.05613,16075.3827160493
-232830.543209877,0.885895,-0.11767,32076.7160493826
-232830.543209877,0.885895,-0.178875,48003.9999999998
-232830.543209877,0.885895,-0.239695,63857.2345679014
-232830.543209877,0.885895,-0.30028,79636.4197530866
-232830.543209877,0.885895,-0.360425,95341.5555555556
-232830.543209877,0.885895,-0.420125,110972.641975309
-232830.543209877,0.885895,-0.479405,126529.679012346
-232830.543209877,0.885895,-0.53818,142012.666666667
-232830.543209877,0.885895,-0.596735,157421.604938271
-232830.543209877,0.885895,-0.65463,172756.49382716
-232830.543209877,0.885895,-0.712035,188017.333333334
-232830.543209877,0.885895,-0.769025,203204.12345679
-232830.543209877,0.885895,-0.825375,218316.864197531
-232830.543209877,0.885895,-0.88121,233355.555555556
-215718.469135803,0.824495,0.76215,-198680.444444445
-215718.469135803,0.824495,0.699315,-181716.469135802
-215718.469135803,0.824495,0.63607,-164826.543209876
-215718.469135803,0.824495,0.572575,-148010.666666667
-215718.469135803,0.824495,0.509065,-131268.839506173
-215718.469135803,0.824495,0.445755,-114601.061728395
-215718.469135803,0.824495,0.3823,-98007.3333333334
-215718.469135803,0.824495,0.319075,-81487.6543209878
-215718.469135803,0.824495,0.256075,-65042.0246913582
-215718.469135803,0.824495,0.193205,-48670.4444444443
-215718.469135803,0.824495,0.13045,-32372.9135802468
-215718.469135803,0.824495,0.06796,-16149.4320987654
-215718.469135803,0.824495,0.00305,0
-215718.469135803,0.824495,-0.05613,16075.3827160493
-215718.469135803,0.824495,-0.11767,32076.7160493826
-215718.469135803,0.824495,-0.178875,48003.9999999998
-215718.469135803,0.824495,-0.239695,63857.2345679014
-215718.469135803,0.824495,-0.30028,79636.4197530866
-215718.469135803,0.824495,-0.360425,95341.5555555556
-215718.469135803,0.824495,-0.420125,110972.641975309
-215718.469135803,0.824495,-0.479405,126529.679012346
-215718.469135803,0.824495,-0.53818,142012.666666667
-215718.469135803,0.824495,-0.596735,157421.604938271
-215718.469135803,0.824495,-0.65463,172756.49382716
-215718.469135803,0.824495,-0.712035,188017.333333334
-215718.469135803,0.824495,-0.769025,203204.12345679
-215718.469135803,0.824495,-0.825375,218316.864197531
-215718.469135803,0.824495,-0.88121,233355.555555556
-198680.444444445,0.76215,0.699315,-181716.469135802
-198680.444444445,0.76215,0.63607,-164826.543209876
-198680.444444445,0.76215,0.572575,-148010.666666667
-198680.444444445,0.76215,0.509065,-131268.839506173
-198680.444444445,0.76215,0.445755,-114601.061728395
-198680.444444445,0.76215,0.3823,-98007.3333333334
-198680.444444445,0.76215,0.319075,-81487.6543209878
-198680.444444445,0.76215,0.256075,-65042.0246913582
-198680.444444445,0.76215,0.193205,-48670.4444444443
-198680.444444445,0.76215,0.13045,-32372.9135802468
-198680.444444445,0.76215,0.06796,-16149.4320987654
-198680.444444445,0.76215,0.00305,0
-198680.444444445,0.76215,-0.05613,16075.3827160493
-198680.444444445,0.76215,-0.11767,32076.7160493826
-198680.444444445,0.76215,-0.178875,48003.9999999998
-198680.444444445,0.76215,-0.239695,63857.2345679014
-198680.444444445,0.76215,-0.30028,79636.4197530866
-198680.444444445,0.76215,-0.360425,95341.5555555556
-198680.444444445,0.76215,-0.420125,110972.641975309
-198680.444444445,0.76215,-0.479405,126529.679012346
-198680.444444445,0.76215,-0.53818,142012.666666667
-198680.444444445,0.76215,-0.596735,157421.604938271
-198680.444444445,0.76215,-0.65463,172756.49382716
-198680.444444445,0.76215,-0.712035,188017.333333334
-198680.444444445,0.76215,-0.769025,203204.12345679
-198680.444444445,0.76215,-0.825375,218316.864197531
-198680.444444445,0.76215,-0.88121,233355.555555556
-181716.469135802,0.699315,0.63607,-164826.543209876
-181716.469135802,0.699315,0.572575,-148010.666666667
-181716.469135802,0.699315,0.509065,-131268.839506173
-181716.469135802,0.699315,0.445755,-114601.061728395
-181716.469135802,0.699315,0.3823,-98007.3333333334
-181716.469135802,0.699315,0.319075,-81487.6543209878
-181716.469135802,0.699315,0.256075,-65042.0246913582
-181716.469135802,0.699315,0.193205,-48670.4444444443
-181716.469135802,0.699315,0.13045,-32372.9135802468
-181716.469135802,0.699315,0.06796,-16149.4320987654
-181716.469135802,0.699315,0.00305,0
-181716.469135802,0.699315,-0.05613,16075.3827160493
-181716.469135802,0.699315,-0.11767,32076.7160493826
-181716.469135802,0.699315,-0.178875,48003.9999999998
-181716.469135802,0.699315,-0.239695,63857.2345679014
-181716.469135802,0.699315,-0.30028,79636.4197530866
-181716.469135802,0.699315,-0.360425,95341.5555555556
-181716.469135802,0.699315,-0.420125,110972.641975309
-181716.469135802,0.699315,-0.479405,126529.679012346
-181716.469135802,0.699315,-0.53818,142012.666666667
-181716.469135802,0.699315,-0.596735,157421.604938271
-181716.469135802,0.699315,-0.65463,172756.49382716
-181716.469135802,0.699315,-0.712035,188017.333333334
-181716.469135802,0.699315,-0.769025,203204.12345679
-181716.469135802,0.699315,-0.825375,218316.864197531
-181716.469135802,0.699315,-0.88121,233355.555555556
-164826.543209876,0.63607,0.572575,-148010.666666667
-164826.543209876,0.63607,0.509065,-131268.839506173
-164826.543209876,0.63607,0.445755,-114601.061728395
-164826.543209876,0.63607,0.3823,-98007.3333333334
-164826.543209876,0.63607,0.319075,-81487.6543209878
-164826.543209876,0.63607,0.256075,-65042.0246913582
-164826.543209876,0.63607,0.193205,-48670.4444444443
-164826.543209876,0.63607,0.13045,-32372.9135802468
-164826.543209876,0.63607,0.06796,-16149.4320987654
-164826.543209876,0.63607,0.00305,0
-164826.543209876,0.63607,-0.05613,16075.3827160493
-164826.543209876,0.63607,-0.11767,32076.7160493826
-164826.543209876,0.63607,-0.178875,48003.9999999998
-164826.543209876,0.63607,-0.239695,63857.2345679014
-164826.543209876,0.63607,-0.30028,79636.4197530866
-164826.543209876,0.63607,-0.360425,95341.5555555556
-164826.543209876,0.63607,-0.420125,110972.641975309
-164826.543209876,0.63607,-0.479405,126529.679012346
-164826.543209876,0.63607,-0.53818,142012.666666667
-164826.543209876,0.63607,-0.596735,157421.604938271
-164826.543209876,0.63607,-0.65463,172756.49382716
-164826.543209876,0.63607,-0.712035,188017.333333334
-164826.543209876,0.63607,-0.769025,203204.12345679
-164826.543209876,0.63607,-0.825375,218316.864197531
-164826.543209876,0.63607,-0.88121,233355.555555556
-148010.666666667,0.572575,0.509065,-131268.839506173
-148010.666666667,0.572575,0.445755,-114601.061728395
-148010.666666667,0.572575,0.3823,-98007.3333333334
-148010.666666667,0.572575,0.319075,-81487.6543209878
-148010.666666667,0.572575,0.256075,-65042.0246913582
-148010.666666667,0.572575,0.193205,-48670.4444444443
-148010.666666667,0.572575,0.13045,-32372.9135802468
-148010.666666667,0.572575,0.06796,-16149.4320987654
-148010.666666667,0.572575,0.00305,0
-148010.666666667,0.572575,-0.05613,16075.3827160493
-148010.666666667,0.572575,-0.11767,32076.7160493826
-148010.666666667,0.572575,-0.178875,48003.9999999998
-148010.666666667,0.572575,-0.239695,63857.2345679014
-148010.666666667,0.572575,-0.30028,79636.4197530866
-148010.666666667,0.572575,-0.360425,95341.5555555556
-148010.666666667,0.572575,-0.420125,110972.641975309
-148010.666666667,0.572575,-0.479405,126529.679012346
-148010.666666667,0.572575,-0.53818,142012.666666667
-148010.666666667,0.572575,-0.596735,157421.604938271
-148010.666666667,0.572575,-0.65463,172756.49382716
-148010.666666667,0.572575,-0.712035,188017.333333334
-148010.666666667,0.572575,-0.769025,203204.12345679
-148010.666666667,0.572575,-0.825375,218316.864197531
-148010.666666667,0.572575,-0.88121,233355.555555556
-131268.839506173,0.509065,0.445755,-114601.061728395
-131268.839506173,0.509065,0.3823,-98007.3333333334
-131268.839506173,0.509065,0.319075,-81487.6543209878
-131268.839506173,0.509065,0.256075,-65042.0246913582
-131268.839506173,0.509065,0.193205,-48670.4444444443
-131268.839506173,0.509065,0.13045,-32372.9135802468
-131268.839506173,0.509065,0.06796,-16149.4320987654
-131268.839506173,0.509065,0.00305,0
-131268.839506173,0.509065,-0.05613,16075.3827160493
-131268.839506173,0.509065,-0.11767,32076.7160493826
-131268.839506173,0.509065,-0.178875,48003.9999999998
-131268.839506173,0.509065,-0.239695,63857.2345679014
-131268.839506173,0.509065,-0.30028,79636.4197530866
-131268.839506173,0.509065,-0.360425,95341.5555555556
-131268.839506173,0.509065,-0.420125,110972.641975309
-131268.839506173,0.509065,-0.479405,126529.679012346
-131268.839506173,0.509065,-0.53818,142012.666666667
-131268.839506173,0.509065,-0.596735,157421.604938271
-131268.839506173,0.509065,-0.65463,172756.49382716
-131268.839506173,0.509065,-0.712035,188017.333333334
-131268.839506173,0.509065,-0.769025,203204.12345679
-131268.839506173,0.509065,-0.825375,218316.864197531
-131268.839506173,0.509065,-0.88121,233355.555555556
-114601.061728395,0.445755,0.3823,-98007.3333333334
-114601.061728395,0.445755,0.319075,-81487.6543209878
-114601.061728395,0.445755,0.256075,-65042.0246913582
-114601.061728395,0.445755,0.193205,-48670.4444444443
-114601.061728395,0.445755,0.13045,-32372.9135802468
-114601.061728395,0.445755,0.06796,-16149.4320987654
-114601.061728395,0.445755,0.00305,0
-114601.061728395,0.445755,-0.05613,16075.3827160493
-114601.061728395,0.445755,-0.11767,32076.7160493826
-114601.061728395,0.445755,-0.178875,48003.9999999998
-114601.061728395,0.445755,-0.239695,63857.2345679014
-114601.061728395,0.445755,-0.30028,79636.4197530866
-114601.061728395,0.445755,-0.360425,95341.5555555556
-114601.061728395,0.445755,-0.420125,110972.641975309
-114601.061728395,0.445755,-0.479405,126529.679012346
-114601.061728395,0.445755,-0.53818,142012.666666667
-114601.061728395,0.445755,-0.596735,157421.604938271
-114601.061728395,0.445755,-0.65463,172756.49382716
-114601.061728395,0.445755,-0.712035,188017.333333334
-114601.061728395,0.445755,-0.769025,203204.12345679
-114601.061728395,0.445755,-0.825375,218316.864197531
-114601.061728395,0.445755,-0.88121,233355.555555556
-98007.3333333334,0.3823,0.319075,-81487.6543209878
-98007.3333333334,0.3823,0.256075,-65042.0246913582
-98007.3333333334,0.3823,0.193205,-48670.4444444443
-98007.3333333334,0.3823,0.13045,-32372.9135802468
-98007.3333333334,0.3823,0.06796,-16149.4320987654
-98007.3333333334,0.3823,0.00305,0
-98007.3333333334,0.3823,-0.05613,16075.3827160493
-98007.3333333334,0.3823,-0.11767,32076.7160493826
-98007.3333333334,0.3823,-0.178875,48003.9999999998
-98007.3333333334,0.3823,-0.239695,63857.2345679014
-98007.3333333334,0.3823,-0.30028,79636.4197530866
-98007.3333333334,0.3823,-0.360425,95341.5555555556
-98007.3333333334,0.3823,-0.420125,110972.641975309
-98007.3333333334,0.3823,-0.479405,126529.679012346
-98007.3333333334,0.3823,-0.53818,142012.666666667
-98007.3333333334,0.3823,-0.596735,157421.604938271
-98007.3333333334,0.3823,-0.65463,172756.49382716
-98007.3333333334,0.3823,-0.712035,188017.333333334
-98007.3333333334,0.3823,-0.769025,203204.12345679
-98007.3333333334,0.3823,-0.825375,218316.864197531
-98007.3333333334,0.3823,-0.88121,233355.555555556
-81487.6543209878,0.319075,0.256075,-65042.0246913582
-81487.6543209878,0.319075,0.193205,-48670.4444444443
-81487.6543209878,0.319075,0.13045,-32372.9135802468
-81487.6543209878,0.319075,0.06796,-16149.4320987654
-81487.6543209878,0.319075,0.00305,0
-81487.6543209878,0.319075,-0.05613,16075.3827160493
-81487.6543209878,0.319075,-0.11767,32076.7160493826
-81487.6543209878,0.319075,-0.178875,48003.9999999998
-81487.6543209878,0.319075,-0.239695,63857.2345679014
-81487.6543209878,0.319075,-0.30028,79636.4197530866
-81487.6543209878,0.319075,-0.360425,95341.5555555556
-81487.6543209878,0.319075,-0.420125,110972.641975309
-81487.6543209878,0.319075,-0.479405,126529.679012346
-81487.6543209878,0.319075,-0.53818,142012.666666667
-81487.6543209878,0.319075,-0.596735,157421.604938271
-81487.6543209878,0.319075,-0.65463,172756.49382716
-81487.6543209878,0.319075,-0.712035,188017.333333334
-81487.6543209878,0.319075,-0.769025,203204.12345679
-81487.6543209878,0.319075,-0.825375,218316.864197531
-81487.6543209878,0.319075,-0.88121,233355.555555556
-65042.0246913582,0.256075,0.193205,-48670.4444444443
-65042.0246913582,0.256075,0.13045,-32372.9135802468
-65042.0246913582,0.256075,0.06796,-16149.4320987654
-65042.0246913582,0.256075,0.00305,0
-65042.0246913582,0.256075,-0.05613,16075.3827160493
-65042.0246913582,0.256075,-0.11767,32076.7160493826
-65042.0246913582,0.256075,-0.178875,48003.9999999998
-65042.0246913582,0.256075,-0.239695,63857.2345679014
-65042.0246913582,0.256075,-0.30028,79636.4197530866
-65042.0246913582,0.256075,-0.360425,95341.5555555556
-65042.0246913582,0.256075,-0.420125,110972.641975309
-65042.0246913582,0.256075,-0.479405,126529.679012346
-65042.0246913582,0.256075,-0.53818,142012.666666667
-65042.0246913582,0.256075,-0.596735,157421.604938271
-65042.0246913582,0.256075,-0.65463,172756.49382716
-65042.0246913582,0.256075,-0.712035,188017.333333334
-65042.0246913582,0.256075,-0.769025,203204.12345679
-65042.0246913582,0.256075,-0.825375,218316.864197531
-65042.0246913582,0.256075,-0.88121,233355.555555556
-48670.4444444443,0.193205,0.13045,-32372.9135802468
-48670.4444444443,0.193205,0.06796,-16149.4320987654
-48670.4444444443,0.193205,0.00305,0
-48670.4444444443,0.193205,-0.05613,16075.3827160493
-48670.4444444443,0.193205,-0.11767,32076.7160493826
-48670.4444444443,0.193205,-0.178875,48003.9999999998
-48670.4444444443,0.193205,-0.239695,63857.2345679014
-48670.4444444443,0.193205,-0.30028,79636.4197530866
-48670.4444444443,0.193205,-0.360425,95341.5555555556
-48670.4444444443,0.193205,-0.420125,110972.641975309
-48670.4444444443,0.193205,-0.479405,126529.679012346
-48670.4444444443,0.193205,-0.53818,142012.666666667
-48670.4444444443,0.193205,-0.596735,157421.604938271
-48670.4444444443,0.193205,-0.65463,172756.49382716
-48670.4444444443,0.193205,-0.712035,188017.333333334
-48670.4444444443,0.193205,-0.769025,203204.12345679
-48670.4444444443,0.193205,-0.825375,218316.864197531
-48670.4444444443,0.193205,-0.88121,233355.555555556
-32372.9135802468,0.13045,0.06796,-16149.4320987654
-32372.9135802468,0.13045,0.00305,0
-32372.9135802468,0.13045,-0.05613,16075.3827160493
-32372.9135802468,0.13045,-0.11767,32076.7160493826
-32372.9135802468,0.13045,-0.178875,48003.9999999998
-32372.9135802468,0.13045,-0.239695,63857.2345679014
-32372.9135802468,0.13045,-0.30028,79636.4197530866
-32372.9135802468,0.13045,-0.360425,95341.5555555556
-32372.9135802468,0.13045,-0.420125,110972.641975309
-32372.9135802468,0.13045,-0.479405,126529.679012346
-32372.9135802468,0.13045,-0.53818,142012.666666667
-32372.9135802468,0.13045,-0.596735,157421.604938271
-32372.9135802468,0.13045,-0.65463,172756.49382716
-32372.9135802468,0.13045,-0.712035,188017.333333334
-32372.9135802468,0.13045,-0.769025,203204.12345679
-32372.9135802468,0.13045,-0.825375,218316.864197531
-32372.9135802468,0.13045,-0.88121,233355.555555556
-16149.4320987654,0.06796,0.00305,0
-16149.4320987654,0.06796,-0.05613,16075.3827160493
-16149.4320987654,0.06796,-0.11767,32076.7160493826
-16149.4320987654,0.06796,-0.178875,48003.9999999998
-16149.4320987654,0.06796,-0.239695,63857.2345679014
-16149.4320987654,0.06796,-0.30028,79636.4197530866
-16149.4320987654,0.06796,-0.360425,95341.5555555556
-16149.4320987654,0.06796,-0.420125,110972.641975309
-16149.4320987654,0.06796,-0.479405,126529.679012346
-16149.4320987654,0.06796,-0.53818,142012.666666667
-16149.4320987654,0.06796,-0.596735,157421.604938271
-16149.4320987654,0.06796,-0.65463,172756.49382716
-16149.4320987654,0.06796,-0.712035,188017.333333334
-16149.4320987654,0.06796,-0.769025,203204.12345679
-16149.4320987654,0.06796,-0.825375,218316.864197531
-16149.4320987654,0.06796,-0.88121,233355.555555556
0,0.00305,-0.05613,16075.3827160493
0,0.00305,-0.11767,32076.7160493826
0,0.00305,-0.178875,48003.9999999998
0,0.00305,-0.239695,63857.2345679014
0,0.00305,-0.30028,79636.4197530866
0,0.00305,-0.360425,95341.5555555556
0,0.00305,-0.420125,110972.641975309
0,0.00305,-0.479405,126529.679012346
0,0.00305,-0.53818,142012.666666667
0,0.00305,-0.596735,157421.604938271
0,0.00305,-0.65463,172756.49382716
0,0.00305,-0.712035,188017.333333334
0,0.00305,-0.769025,203204.12345679
0,0.00305,-0.825375,218316.864197531
0,0.00305,-0.88121,233355.555555556
16075.3827160493,-0.05613,-0.11767,32076.7160493826
16075.3827160493,-0.05613,-0.178875,48003.9999999998
16075.3827160493,-0.05613,-0.239695,63857.2345679014
16075.3827160493,-0.05613,-0.30028,79636.4197530866
16075.3827160493,-0.05613,-0.360425,95341.5555555556
16075.3827160493,-0.05613,-0.420125,110972.641975309
16075.3827160493,-0.05613,-0.479405,126529.679012346
16075.3827160493,-0.05613,-0.53818,142012.666666667
16075.3827160493,-0.05613,-0.596735,157421.604938271
16075.3827160493,-0.05613,-0.65463,172756.49382716
16075.3827160493,-0.05613,-0.712035,188017.333333334
16075.3827160493,-0.05613,-0.769025,203204.12345679
16075.3827160493,-0.05613,-0.825375,218316.864197531
16075.3827160493,-0.05613,-0.88121,233355.555555556
32076.7160493826,-0.11767,-0.178875,48003.9999999998
32076.7160493826,-0.11767,-0.239695,63857.2345679014
32076.7160493826,-0.11767,-0.30028,79636.4197530866
32076.7160493826,-0.11767,-0.360425,95341.5555555556
32076.7160493826,-0.11767,-0.420125,110972.641975309
32076.7160493826,-0.11767,-0.479405,126529.679012346
32076.7160493826,-0.11767,-0.53818,142012.666666667
32076.7160493826,-0.11767,-0.596735,157421.604938271
32076.7160493826,-0.11767,-0.65463,172756.49382716
32076.7160493826,-0.11767,-0.712035,188017.333333334
32076.7160493826,-0.11767,-0.769025,203204.12345679
32076.7160493826,-0.11767,-0.825375,218316.864197531
32076.7160493826,-0.11767,-0.88121,233355.555555556
48003.9999999998,-0.178875,-0.239695,63857.2345679014
48003.9999999998,-0.178875,-0.30028,79636.4197530866
48003.9999999998,-0.178875,-0.360425,95341.5555555556
48003.9999999998,-0.178875,-0.420125,110972.641975309
48003.9999999998,-0.178875,-0.479405,126529.679012346
48003.9999999998,-0.178875,-0.53818,142012.666666667
48003.9999999998,-0.178875,-0.596735,157421.604938271
48003.9999999998,-0.178875,-0.65463,172756.49382716
48003.9999999998,-0.178875,-0.712035,188017.333333334
48003.9999999998,-0.178875,-0.769025,203204.12345679
48003.9999999998,-0.178875,-0.825375,218316.864197531
48003.9999999998,-0.178875,-0.88121,233355.555555556
63857.2345679014,-0.239695,-0.30028,79636.4197530866
63857.2345679014,-0.239695,-0.360425,95341.5555555556
63857.2345679014,-0.239695,-0.420125,110972.641975309
63857.2345679014,-0.239695,-0.479405,126529.679012346
63857.2345679014,-0.239695,-0.53818,142012.666666667
63857.2345679014,-0.239695,-0.596735,157421.604938271
63857.2345679014,-0.239695,-0.65463,172756.49382716
63857.2345679014,-0.239695,-0.712035,188017.333333334
63857.2345679014,-0.239695,-0.769025,203204.12345679
63857.2345679014,-0.239695,-0.825375,218316.864197531
63857.2345679014,-0.239695,-0.88121,233355.555555556
79636.4197530866,-0.30028,-0.360425,95341.5555555556
79636.4197530866,-0.30028,-0.420125,110972.641975309
79636.4197530866,-0.30028,-0.479405,126529.679012346
79636.4197530866,-0.30028,-0.53818,142012.666666667
79636.4197530866,-0.30028,-0.596735,157421.604938271
79636.4197530866,-0.30028,-0.65463,172756.49382716
79636.4197530866,-0.30028,-0.712035,188017.333333334
79636.4197530866,-0.30028,-0.769025,203204.12345679
79636.4197530866,-0.30028,-0.825375,218316.864197531
79636.4197530866,-0.30028,-0.88121,233355.555555556
95341.5555555556,-0.360425,-0.420125,110972.641975309
95341.5555555556,-0.360425,-0.479405,126529.679012346
95341.5555555556,-0.360425,-0.53818,142012.666666667
95341.5555555556,-0.360425,-0.596735,157421.604938271
95341.5555555556,-0.360425,-0.65463,172756.49382716
95341.5555555556,-0.360425,-0.712035,188017.333333334
95341.5555555556,-0.360425,-0.769025,203204.12345679
95341.5555555556,-0.360425,-0.825375,218316.864197531
95341.5555555556,-0.360425,-0.88121,233355.555555556
110972.641975309,-0.420125,-0.479405,126529.679012346
110972.641975309,-0.420125,-0.53818,142012.666666667
110972.641975309,-0.420125,-0.596735,157421.604938271
110972.641975309,-0.420125,-0.65463,172756.49382716
110972.641975309,-0.420125,-0.712035,188017.333333334
110972.641975309,-0.420125,-0.769025,203204.12345679
110972.641975309,-0.420125,-0.825375,218316.864197531
110972.641975309,-0.420125,-0.88121,233355.555555556
126529.679012346,-0.479405,-0.53818,142012.666666667
126529.679012346,-0.479405,-0.596735,157421.604938271
126529.679012346,-0.479405,-0.65463,172756.49382716
126529.679012346,-0.479405,-0.712035,188017.333333334
126529.679012346,-0.479405,-0.769025,203204.12345679
126529.679012346,-0.479405,-0.825375,218316.864197531
126529.679012346,-0.479405,-0.88121,233355.555555556
142012.666666667,-0.53818,-0.596735,157421.604938271
142012.666666667,-0.53818,-0.65463,172756.49382716
142012.666666667,-0.53818,-0.712035,188017.333333334
142012.666666667,-0.53818,-0.769025,203204.12345679
142012.666666667,-0.53818,-0.825375,218316.864197531
142012.666666667,-0.53818,-0.88121,233355.555555556
157421.604938271,-0.596735,-0.65463,172756.49382716
157421.604938271,-0.596735,-0.712035,188017.333333334
157421.604938271,-0.596735,-0.769025,203204.12345679
157421.604938271,-0.596735,-0.825375,218316.864197531
157421.604938271,-0.596735,-0.88121,233355.555555556
172756.49382716,-0.65463,-0.712035,188017.333333334
172756.49382716,-0.65463,-0.769025,203204.12345679
172756.49382716,-0.65463,-0.825375,218316.864197531
172756.49382716,-0.65463,-0.88121,233355.555555556
188017.333333334,-0.712035,-0.769025,203204.12345679
188017.333333334,-0.712035,-0.825375,218316.864197531
188017.333333334,-0.712035,-0.88121,233355.555555556
203204.12345679,-0.769025,-0.825375,218316.864197531
203204.12345679,-0.769025,-0.88121,233355.555555556
218316.864197531,-0.825375,-0.88121,233355.555555556
233355.555555556,-0.88121,-0.8248,217280.172839506
233355.555555556,-0.88121,-0.767775,201278.839506173
233355.555555556,-0.88121,-0.70987,185351.555555556
233355.555555556,-0.88121,-0.651305,169498.320987654
233355.555555556,-0.88121,-0.59238,153719.135802469
233355.555555556,-0.88121,-0.53326,138014
233355.555555556,-0.88121,-0.47421,122382.913580247
233355.555555556,-0.88121,-0.41509,106825.87654321
233355.555555556,-0.88121,-0.356125,91342.888888889
233355.555555556,-0.88121,-0.297225,75933.9506172841
233355.555555556,-0.88121,-0.23852,60599.0617283953
233355.555555556,-0.88121,-0.17998,45338.2222222221
233355.555555556,-0.88121,-0.121525,30151.4320987653
233355.555555556,-0.88121,-0.06332,15038.6913580246
233355.555555556,-0.88121,-0.00577,0
233355.555555556,-0.88121,0.051905,-14964.6419753086
233355.555555556,-0.88121,0.109225,-29855.2345679011
233355.555555556,-0.88121,0.16629,-44671.7777777776
233355.555555556,-0.88121,0.22298,-59414.2716049385
233355.555555556,-0.88121,0.27935,-74082.7160493828
233355.555555556,-0.88121,0.33527,-88677.1111111112
233355.555555556,-0.88121,0.391,-103197.456790123
233355.555555556,-0.88121,0.44625,-117643.75308642
233355.555555556,-0.88121,0.50107,-132016
233355.555555556,-0.88121,0.555535,-146314.197530864
233355.555555556,-0.88121,0.609715,-160538.345679012
233355.555555556,-0.88121,0.66341,-174688.444444445
233355.555555556,-0.88121,0.716595,-188764.493827161
233355.555555556,-0.88121,0.769415,-202766.493827161
233355.555555556,-0.88121,0.82172,-216694.444444444
217280.172839506,-0.8248,-0.767775,201278.839506173
217280.172839506,-0.8248,-0.70987,185351.555555556
217280.172839506,-0.8248,-0.651305,169498.320987654
217280.172839506,-0.8248,-0.59238,153719.135802469
217280.172839506,-0.8248,-0.53326,138014
217280.172839506,-0.8248,-0.47421,122382.913580247
217280.172839506,-0.8248,-0.41509,106825.87654321
217280.172839506,-0.8248,-0.356125,91342.888888889
217280.172839506,-0.8248,-0.297225,75933.9506172841
217280.172839506,-0.8248,-0.23852,60599.0617283953
217280.172839506,-0.8248,-0.17998,45338.2222222221
217280.172839506,-0.8248,-0.121525,30151.4320987653
217280.172839506,-0.8248,-0.06332,15038.6913580246
217280.172839506,-0.8248,-0.00577,0
217280.172839506,-0.8248,0.051905,-14964.6419753086
217280.172839506,-0.8248,0.109225,-29855.2345679011
217280.172839506,-0.8248,0.16629,-44671.7777777776
217280.172839506,-0.8248,0.22298,-59414.2716049385
217280.172839506,-0.8248,0.27935,-74082.7160493828
217280.172839506,-0.8248,0.33527,-88677.1111111112
217280.172839506,-0.8248,0.391,-103197.456790123
217280.172839506,-0.8248,0.44625,-117643.75308642
217280.172839506,-0.8248,0.50107,-132016
217280.172839506,-0.8248,0.555535,-146314.197530864
217280.172839506,-0.8248,0.609715,-160538.345679012
217280.172839506,-0.8248,0.66341,-174688.444444445
217280.172839506,-0.8248,0.716595,-188764.493827161
217280.172839506,-0.8248,0.769415,-202766.493827161
217280.172839506,-0.8248,0.82172,-216694.444444444
201278.839506173,-0.767775,-0.70987,185351.555555556
201278.839506173,-0.767775,-0.651305,169498.320987654
201278.839506173,-0.767775,-0.59238,153719.135802469
201278.839506173,-0.767775,-0.53326,138014
201278.839506173,-0.767775,-0.47421,122382.913580247
201278.839506173,-0.767775,-0.41509,106825.87654321
201278.839506173,-0.767775,-0.356125,91342.888888889
